split,seed,relevance,mode,core_indices,core_size,topology,causal_mechanism,nuisance_mechanism,true_program,program_length,grammar_family,role_program,label_permuted,primitive_cardinality,active_roles,nonstationary,steps_survived,alive_at_end,completion_rate,core_precision,core_recall,exact_program,functional_program,max_sequence_length_tested,unique_sequences_evaluated,search_space_fraction,diagnosis_made,diagnosis_observations,restoration_observations,diagnosis_kind_bridge,explicit_no_bridge,false_null,mechanism_correct,bridge_decision_correct,suppression,bridge_effect,evidence_rows,tested_scope_declared,validation_attempted,validation_passed,validation_effect,repair_attempted,repair_attempt_count,false_repair,repair_correct,organization_restored,replication_attempted,replication_success,replicated_restoration,failed_repairs,appropriate_abstention,scientific_null_result,decision_correct,final_min_core,final_mean_core,total_cost,crossworld_successes,crossworld_templates,macro_reuse,relational_alignment_cost,memory_energy,memory_strategy,alignment_entropy,alignment_support,mapping_trust,memory_proposal_tested,memory_changed_action,wrong_memory_detected_before_repair,local_beam_reserved,quarantined_count
reproduction,18100,self_relevant,sparse_reset_generation,"13,9,6,1,2",5,chain,m2,m1,p3>p7>p5,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,280,1,1.0,0.8333333333333334,1.0,1,1,4,41,0.052564102564102565,1,206,206,1,0,0,1,1,0.8469134074274725,0.009758353503149308,42,1,1,1,0.024893523691313934,1,1,0,1,1,1,1,1,0,0,0,1,0.77732950554542,0.8464337196985486,2.737250000000003,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0
reproduction,18100,neutral,sparse_reset_generation,"13,9,6,1,2",5,chain,m2,m1,p3>p7>p5,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,280,1,1.0,0.8333333333333334,1.0,1,1,4,41,0.052564102564102565,1,212,281,0,1,0,1,1,0.8469134074274725,-0.0007784875835810928,42,1,1,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6730004615007512,0.7557317525820766,2.6812500000000035,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0
