split,seed,relevance,mode,need_policy,core_indices,core_size,topology,causal_mechanism,nuisance_mechanism,true_program,program_length,grammar_family,role_program,label_permuted,primitive_cardinality,active_roles,nonstationary,steps_survived,alive_at_end,completion_rate,core_precision,core_recall,exact_program,functional_program,max_sequence_length_tested,unique_sequences_evaluated,search_space_fraction,diagnosis_made,diagnosis_observations,restoration_observations,diagnosis_kind_bridge,explicit_no_bridge,false_null,mechanism_correct,bridge_decision_correct,suppression,bridge_effect,evidence_rows,tested_scope_declared,validation_attempted,validation_passed,validation_bypassed,validation_effect,repair_attempted,repair_attempt_count,false_repair,repair_correct,organization_restored,replication_attempted,replication_success,replicated_restoration,failed_repairs,appropriate_abstention,scientific_null_result,decision_correct,final_min_core,final_mean_core,self_domain_observation_share,mean_need_target_mass_share,mean_need_true_core_mass_share,mean_sensed_need_mass_share,need_present_step_share,causal_isolating_observation_share,true_core_sensing_share,causal_target_sensing_share,other_core_mean_sensing_share,causal_target_sensing_selectivity,total_cost,crossworld_successes,crossworld_templates,macro_reuse,relational_alignment_cost,memory_energy,memory_strategy,alignment_entropy,alignment_support,mapping_trust,memory_proposal_tested,memory_changed_action,wrong_memory_detected_before_repair,local_beam_reserved,quarantined_count,yoke_donor_seed,yoke_component_shift
confirmation,30000,neutral,no_bridge_validation,actual,"11,4,5,8,6",5,ring,m3,m2,p4>p2>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,4,43,0.05512820512820513,1,264,601,0,1,0,0,1,0.8531634167001945,-4.308053154717523e-05,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6385121843054362,0.7742239779140521,0.6555944055944056,0.3359876922636802,0.9064989676476883,0.29530262586017747,1.0,0.1853146853146853,0.513986013986014,0.6136363636363636,0.10358391608391608,0.5100524475524476,3.5489000000000197,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30000,neutral,no_null,actual,"11,4,5,8,6",5,ring,m3,m2,p4>p2>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,4,43,0.05512820512820513,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0004679896510131282,0,0,0,0,0,0,0,0,0,1,0,1,0.6383591788069395,0.7736732580814725,0.6538461538461539,0.33438465330331363,0.9077040772458357,0.2917277467032766,1.0,0.1853146853146853,0.5104895104895105,0.6048951048951049,0.10402097902097902,0.5008741258741258,3.597700000000022,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30000,neutral,no_null_no_validation,actual,"11,4,5,8,6",5,ring,m3,m2,p4>p2>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,4,43,0.05512820512820513,1,259,259,1,0,0,0,0,0.8531634167001945,-4.308053154717523e-05,42,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.6385451436325583,0.7755081176047913,0.6503496503496503,0.33194330460814725,0.8996296190462092,0.3022283310468137,1.0,0.18356643356643357,0.5174825174825175,0.6083916083916084,0.10664335664335664,0.5017482517482518,3.599950000000022,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30000,self_relevant,correlation_self_model,actual,"11,4,5,8,6",5,ring,m3,m2,p4>p2>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.4166666666666667,1.0,0,0,4,41,0.052564102564102565,1,266,601,0,1,1,0,0,0.8485294240751853,0.0013530238743624501,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7871323776673753,0.8197579714308272,0.6625874125874126,0.0481524853154128,0.24482039386782484,0.20454797513887596,1.0,0.1853146853146853,0.2508741258741259,0.12412587412587413,0.09440559440559441,0.029720279720279713,3.5538500000000197,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30000,self_relevant,pair_limited,actual,"11,4,5,8,6",5,ring,m3,m2,p4>p2>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,2,27,0.03461538461538462,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.695516728003586,0.7740129464116425,0.6678321678321678,0.1863254973345917,0.8776348085868811,0.2580394087325322,1.0,0.17657342657342656,0.5087412587412588,0.23076923076923078,0.19667832167832167,0.034090909090909116,3.2422000000000053,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30000,self_relevant,passive_only,actual,"11,4,5,8,6",5,ring,m3,m2,p4>p2>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8716346293981656,0.8911888376768659,0.5769230769230769,0.011111241469760955,0.35366840538706573,0.28957080461966533,1.0,0.0,0.3723776223776224,0.11888111888111888,0.15646853146853146,-0.03758741258741258,2.909200000000006,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30001,neutral,no_bridge_validation,actual,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,1,1,4,49,0.0175,1,285,601,0,1,0,1,1,0.9756525256058897,0.0011462739117043136,44,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6458172656402932,0.8012513296588852,0.6625874125874126,0.5169171099491057,0.9071313708817413,0.5326201878296486,1.0,0.22552447552447552,0.7263986013986014,0.9545454545454546,0.09965034965034965,0.8548951048951049,3.727500000000015,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30001,neutral,no_null,actual,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,0,0,4,49,0.0175,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.00019707776721400536,0,0,0,0,0,0,0,0,0,1,0,1,0.6437500392762083,0.7994341368082124,0.666083916083916,0.5168878253000767,0.9055268322096337,0.5323300916585427,1.0,0.22552447552447552,0.7263986013986014,0.9527972027972028,0.09999999999999999,0.8527972027972028,3.7840000000000167,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30001,neutral,no_null_no_validation,actual,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,0,0,4,49,0.0175,1,275,275,1,0,0,0,0,0.9017295918326923,0.002610846480870344,44,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.6464431078510359,0.8027673258218279,0.6678321678321678,0.537575551014762,0.9010139294226328,0.5567022108882648,1.0,0.22727272727272727,0.7263986013986014,0.958041958041958,0.09895104895104895,0.8590909090909091,3.7932000000000166,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30001,self_relevant,correlation_self_model,actual,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,0.4166666666666667,0.8333333333333334,1,1,4,49,0.0175,1,337,601,0,1,1,1,0,0.976073762167549,0.0014768630799515963,59,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.803996678267077,0.837667324594665,0.6608391608391608,0.06103255979091425,0.16753078006833932,0.45997000264042254,1.0,0.22552447552447552,0.2674825174825175,0.10664335664335664,0.08566433566433566,0.020979020979020976,3.7275000000000147,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30001,self_relevant,pair_limited,actual,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,0,0,2,35,0.0125,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7552023890582595,0.8140363654304981,0.6013986013986014,0.0661033951279589,0.49599599861425214,0.2646873067494115,1.0,0.19755244755244755,0.5,0.08916083916083917,0.18216783216783217,-0.093006993006993,3.2326000000000046,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30001,self_relevant,passive_only,actual,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0007561045980201741,0,0,0,0,0,0,0,0,0,0,0,0,0.7556522991032524,0.8091322279717326,0.6678321678321678,0.37510677800477454,0.899716531174599,0.3668084298148208,1.0,0.1660839160839161,0.7263986013986014,0.548951048951049,0.18076923076923077,0.36818181818181817,2.9580000000000073,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30002,neutral,no_bridge_validation,actual,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,1,1,4,41,0.052564102564102565,1,269,601,0,1,0,1,1,0.8571676432627243,-0.005660275556417905,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6829166226126352,0.7798216858321444,0.6573426573426573,0.40864246870203724,0.9031587131094477,0.3988780591097475,1.0,0.21153846153846154,0.5515734265734266,0.791958041958042,0.0777972027972028,0.7141608391608392,3.5489000000000193,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30002,neutral,no_null,actual,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,4,41,0.052564102564102565,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,5.000208709022401e-05,0,0,0,0,0,0,0,0,0,1,0,1,0.682785089561733,0.778664543323147,0.6503496503496503,0.4109798490942009,0.9038448230910556,0.40073356798366166,1.0,0.2097902097902098,0.5506993006993007,0.7867132867132867,0.07867132867132867,0.708041958041958,3.5927500000000214,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30002,neutral,no_null_no_validation,actual,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,1,1,4,41,0.052564102564102565,1,263,263,1,0,0,1,0,0.8571676432627243,-0.005660275556417905,42,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.6840840833953303,0.7806028657261987,0.666083916083916,0.41796921318240715,0.8870146146481634,0.4248944102977893,1.0,0.21328671328671328,0.5533216783216783,0.7814685314685315,0.08129370629370629,0.7001748251748252,3.609850000000022,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30002,self_relevant,correlation_self_model,actual,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.4166666666666667,1.0,1,1,4,42,0.05384615384615385,1,279,601,0,1,1,1,0,0.8550548707590665,0.00116199621396792,48,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7963940406585646,0.8211973929372928,0.6608391608391608,0.024496971461723367,0.17861396225249632,0.24669575392359466,1.0,0.21328671328671328,0.21503496503496503,0.10839160839160839,0.08041958041958042,0.02797202797202797,3.5538500000000197,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30002,self_relevant,pair_limited,actual,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,2,27,0.03461538461538462,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8592394634802903,0.8766050841673664,0.5681818181818182,0.1461152936358299,0.7196710797675122,0.34979952843209156,1.0,0.17657342657342656,0.4729020979020979,0.1888111888111888,0.18924825174825177,-0.00043706293706297084,3.2002000000000046,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30002,self_relevant,passive_only,actual,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0015587998026462934,0,0,0,0,0,0,0,0,0,0,0,0,0.7337800558270753,0.7831886914702064,0.6713286713286714,0.20317679504675235,0.9213209721433006,0.31816827283699034,1.0,0.16783216783216784,0.5314685314685315,0.2097902097902098,0.21328671328671328,-0.003496503496503489,7.301200000000053,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30003,neutral,no_bridge_validation,actual,"9,12,10,6,13,5",6,ring,m3,m2,p1>p3>p1>p7,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.8571428571428571,1.0,0,0,4,49,0.0175,1,287,601,0,1,0,0,1,0.979209912675132,-0.007125041785297228,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.5980816388265574,0.7864626343828417,0.6573426573426573,0.3032055720863731,0.8381923390865023,0.27339530486014085,1.0,0.1853146853146853,0.5236013986013986,0.7342657342657343,0.06258741258741259,0.6716783216783216,3.750600000000016,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30003,neutral,no_null,actual,"9,12,10,6,13,5",6,ring,m3,m2,p1>p3>p1>p7,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.8571428571428571,1.0,0,0,4,49,0.0175,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0.5841749267079626,0.7798112774940615,0.6678321678321678,0.3029212111415435,0.8366302617048889,0.2749301172591487,1.0,0.1888111888111888,0.5270979020979021,0.7412587412587412,0.06258741258741259,0.6786713286713286,3.807100000000017,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30003,neutral,no_null_no_validation,actual,"9,12,10,6,13,5",6,ring,m3,m2,p1>p3>p1>p7,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.8571428571428571,1.0,0,0,4,49,0.0175,1,281,281,1,0,0,0,0,0.979209912675132,-0.007125041785297228,42,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.5933301918348712,0.7867218896730604,0.6625874125874126,0.32003336023706935,0.8262039432831477,0.3090779987123096,1.0,0.18706293706293706,0.5297202797202797,0.7972027972027972,0.05244755244755245,0.7447552447552448,3.8086000000000175,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30003,self_relevant,correlation_self_model,actual,"9,12,10,6,13,5",6,ring,m3,m2,p1>p3>p1>p7,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.5,1.0,0,0,4,49,0.0175,1,292,601,0,1,1,0,0,0.9743951466618523,-0.004688474995902071,44,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7707904737935785,0.8236546644558626,0.6608391608391608,0.12308214814505364,0.4236674134109258,0.18806089964243355,1.0,0.18706293706293706,0.32604895104895104,0.1993006993006993,0.09055944055944055,0.10874125874125874,3.7506000000000155,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30003,self_relevant,pair_limited,actual,"9,12,10,6,13,5",6,ring,m3,m2,p1>p3>p1>p7,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.8571428571428571,1.0,0,0,2,35,0.0125,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7336289267268893,0.8092112603370248,0.6678321678321678,0.22505381122923918,0.8055246362192964,0.21883109588380933,1.0,0.17657342657342656,0.5096153846153846,0.4370629370629371,0.11643356643356643,0.32062937062937064,3.257800000000006,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30003,self_relevant,passive_only,actual,"9,12,10,6,13,5",6,ring,m3,m2,p1>p3>p1>p7,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.8571428571428571,1.0,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0007188996613577556,0,0,0,0,0,0,0,0,0,0,0,0,0.8722648336542924,0.8938447113886071,0.6153846153846154,0.027084659952261038,0.5892636749716487,0.27247892016721215,1.0,0.0,0.38986013986013984,0.09615384615384616,0.13671328671328672,-0.040559440559440565,3.2508000000000212,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30004,neutral,no_bridge_validation,actual,"11,9,12,0,4",5,chain,m1,m0,p7>p1>p4,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,0.8,0,0,4,41,0.052564102564102565,1,284,601,0,1,0,0,1,0.8016727598680468,-0.0013956222661233864,46,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6098110822727917,0.745465035953145,0.6573426573426573,0.36937919675951053,0.8615273795668082,0.4039113188988702,1.0,0.1853146853146853,0.840034965034965,0.7412587412587412,0.23470279720279721,0.5065559440559441,3.5489000000000193,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30004,neutral,no_null,actual,"11,9,12,0,4",5,chain,m1,m0,p7>p1>p4,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,0.8,0,0,4,41,0.052564102564102565,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0002599031647089331,0,0,0,0,0,0,0,0,0,1,0,1,0.6077075454151225,0.7447213938342948,0.6538461538461539,0.37177952331827374,0.867599144157465,0.4050856904715484,1.0,0.1853146853146853,0.8382867132867133,0.7377622377622378,0.23470279720279721,0.5030594405594406,3.597700000000021,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30004,neutral,no_null_no_validation,actual,"11,9,12,0,4",5,chain,m1,m0,p7>p1>p4,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,0.8,1,1,4,41,0.052564102564102565,1,278,278,1,0,0,1,0,0.7276521012333872,-0.007007840178288301,45,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.6077178416431368,0.7457127072074984,0.6643356643356644,0.38679435188123934,0.8590337950600401,0.4266861377105869,1.0,0.18706293706293706,0.847027972027972,0.756993006993007,0.23426573426573427,0.5227272727272727,3.6098500000000215,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30004,self_relevant,correlation_self_model,actual,"11,9,12,0,4",5,chain,m1,m0,p7>p1>p4,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.4,0.8,1,1,4,41,0.052564102564102565,1,264,264,1,0,0,1,1,0.722980469913787,0.005711316732293938,46,1,1,1,0,0.025525928197125732,1,1,0,1,1,1,1,1,0,0,0,1,0.8303181505003148,0.8691646136539587,0.6608391608391608,0.08953219925339509,0.23900716442002098,0.30802765397913445,1.0,0.18706293706293706,0.29545454545454547,0.12412587412587413,0.11669580419580419,0.007430069930069935,3.634250000000023,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30004,self_relevant,pair_limited,actual,"11,9,12,0,4",5,chain,m1,m0,p7>p1>p4,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,0.8,0,0,2,27,0.03461538461538462,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.6579915064981423,0.7885263274031343,0.6713286713286714,0.30413308926976546,0.8153037835888793,0.3376787059571128,1.0,0.17657342657342656,0.7561188811188811,0.4597902097902098,0.2631118881118881,0.19667832167832167,3.2422000000000053,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30004,self_relevant,passive_only,actual,"11,9,12,0,4",5,chain,m1,m0,p7>p1>p4,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,0.8,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8725351154046667,0.8956500722162513,0.6153846153846154,0.03647244310101012,0.35462285992357956,0.272799060796934,1.0,0.0,0.6293706293706294,0.19055944055944055,0.26704545454545453,-0.07648601398601398,2.909200000000006,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30005,neutral,no_bridge_validation,actual,"6,13,8,4,0,9",6,dense,m0,m2,p4>p2>p4>p1,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,4,49,0.0175,1,301,601,0,1,0,0,1,0.9804172422872078,-0.002146053030287192,45,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6092081455907148,0.7563777705351035,0.6695804195804196,0.4494457278211399,0.8724595886927163,0.43547744202480826,1.0,0.1888111888111888,0.583041958041958,0.7692307692307693,0.07937062937062937,0.6898601398601399,3.7583000000000153,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30005,neutral,no_null,actual,"6,13,8,4,0,9",6,dense,m0,m2,p4>p2>p4>p1,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,4,49,0.0175,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0008104229120630234,0,0,0,0,0,0,0,0,0,1,0,1,0.6088179255377719,0.7557727017033313,0.6730769230769231,0.4450400631160246,0.8772774990433203,0.4289846176619109,1.0,0.1888111888111888,0.5821678321678322,0.7604895104895105,0.08076923076923077,0.6797202797202797,3.8148000000000164,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30005,neutral,no_null_no_validation,actual,"6,13,8,4,0,9",6,dense,m0,m2,p4>p2>p4>p1,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,1,1,4,49,0.0175,1,295,295,1,0,0,1,0,0.9031015337575511,-0.004196716562146101,44,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.6127281081351889,0.7623144604357259,0.6643356643356644,0.44753305170376245,0.8193230272324168,0.4410369596589721,1.0,0.18706293706293706,0.5812937062937062,0.756993006993007,0.08111888111888112,0.6758741258741259,3.816300000000016,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30005,self_relevant,correlation_self_model,actual,"6,13,8,4,0,9",6,dense,m0,m2,p4>p2>p4>p1,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,0.6666666666666666,1.0,0,0,4,49,0.0175,1,286,601,0,1,1,0,0,0.9834906643880189,-0.0060804055043004925,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7956254822523005,0.829032204542985,0.6590909090909091,0.07338933847691709,0.43974453653493356,0.33104385150677385,1.0,0.1853146853146853,0.30856643356643354,0.10839160839160839,0.10174825174825175,0.006643356643356635,3.7506000000000155,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30005,self_relevant,pair_limited,actual,"6,13,8,4,0,9",6,dense,m0,m2,p4>p2>p4>p1,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,2,35,0.0125,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8108930262758323,0.8336005528342348,0.6363636363636364,0.19539517488630542,0.6230340385391415,0.3302390747105646,1.0,0.16958041958041958,0.46853146853146854,0.2692307692307692,0.13356643356643358,0.13566433566433564,3.246600000000007,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30005,self_relevant,passive_only,actual,"6,13,8,4,0,9",6,dense,m0,m2,p4>p2>p4>p1,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0002387478833970937,0,0,0,0,0,0,0,0,0,0,0,0,0.6996002729253261,0.8018426532724142,0.5751748251748252,0.23699818267183104,0.5696307959204416,0.33409496502673774,1.0,0.1451048951048951,0.4833916083916084,0.34615384615384615,0.12412587412587413,0.22202797202797203,2.9580000000000073,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30006,neutral,no_bridge_validation,actual,"7,2,6,3,10",5,ring,m3,m2,p1>p2>p4,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,1,1,4,41,0.052564102564102565,1,265,265,1,0,0,1,0,0.7334912642438882,0.004285825591216586,48,1,0,1,1,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0.7451727884848754,0.8051275692838848,0.666083916083916,0.3897626247499292,0.7553439789406692,0.38184372964839536,1.0,0.18706293706293706,0.534965034965035,0.8216783216783217,0.062062937062937064,0.7596153846153846,3.609850000000022,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30006,neutral,no_null,actual,"7,2,6,3,10",5,ring,m3,m2,p1>p2>p4,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,4,41,0.052564102564102565,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0007678723247479986,0,0,0,0,0,0,0,0,0,1,0,1,0.7434705373372914,0.8008023630034282,0.6573426573426573,0.38313245736006074,0.7625497165082925,0.3725052884112793,1.0,0.1853146853146853,0.5393356643356644,0.8094405594405595,0.0673076923076923,0.7421328671328672,3.5977000000000214,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30006,neutral,no_null_no_validation,actual,"7,2,6,3,10",5,ring,m3,m2,p1>p2>p4,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,4,41,0.052564102564102565,1,260,260,1,0,0,0,0,0.8707843564752569,-0.0024695397324134816,42,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.7450841391188071,0.8053383680371384,0.6573426573426573,0.3665691061761596,0.7412431567987573,0.3878065151804175,1.0,0.1853146853146853,0.541958041958042,0.777972027972028,0.07648601398601398,0.7014860139860141,3.604900000000022,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
