split,seed,relevance,mode,need_policy,core_indices,core_size,topology,causal_mechanism,nuisance_mechanism,true_program,program_length,grammar_family,role_program,label_permuted,primitive_cardinality,active_roles,nonstationary,steps_survived,alive_at_end,completion_rate,core_precision,core_recall,exact_program,functional_program,max_sequence_length_tested,unique_sequences_evaluated,search_space_fraction,diagnosis_made,diagnosis_observations,restoration_observations,diagnosis_kind_bridge,explicit_no_bridge,false_null,mechanism_correct,bridge_decision_correct,suppression,bridge_effect,evidence_rows,tested_scope_declared,validation_attempted,validation_passed,validation_bypassed,validation_effect,repair_attempted,repair_attempt_count,false_repair,repair_correct,organization_restored,replication_attempted,replication_success,replicated_restoration,failed_repairs,appropriate_abstention,scientific_null_result,decision_correct,final_min_core,final_mean_core,self_domain_observation_share,mean_need_target_mass_share,mean_need_true_core_mass_share,mean_sensed_need_mass_share,need_present_step_share,causal_isolating_observation_share,true_core_sensing_share,causal_target_sensing_share,other_core_mean_sensing_share,causal_target_sensing_selectivity,total_cost,crossworld_successes,crossworld_templates,macro_reuse,relational_alignment_cost,memory_energy,memory_strategy,alignment_entropy,alignment_support,mapping_trust,memory_proposal_tested,memory_changed_action,wrong_memory_detected_before_repair,local_beam_reserved,quarantined_count,replay_exact_match,replayed_observations,common_decoder_diagnosis_made,common_decoder_kind,common_decoder_observations,common_decoder_mechanism_correct,common_decoder_bridge_correct,common_decoder_validation_attempted,common_decoder_validation_passed,common_decoder_repair_attempted,common_decoder_repair_correct,common_decoder_organization_restored,common_decoder_replication_attempted,common_decoder_replication_success,common_decoder_replicated_restoration,common_decoder_false_repair,yoke_donor_seed,yoke_component_shift
confirmation,30001,neutral,no_need,none,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,1,1,4,49,0.0175,1,391,601,0,1,0,1,1,0.9715228436962962,-0.0007739925467194015,45,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6527591216820723,0.8037544762493649,0.5,0.0,0.0,0.0,0.0,0.18356643356643357,0.5603146853146853,0.03671328671328671,0.21678321678321677,-0.18006993006993005,3.573500000000017,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30001,neutral,yoked_need,yoked,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,1,1,4,49,0.0175,1,282,601,0,1,0,1,1,0.9708765190130324,-0.0017380059122307132,44,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6489345777680336,0.8024944600503215,0.6590909090909091,0.005372912685635157,0.18641898963924103,0.390674603718752,1.0,0.22552447552447552,0.27972027972027974,0.0,0.11188811188811189,-0.11188811188811189,3.751900000000016,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,282,1,no_bridge,282,1,1,1,0,0,0,0,0,0,0,0,30013,7
confirmation,30001,self_relevant,actual_need,actual,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,1,1,4,49,0.0175,1,339,601,0,1,1,1,0,0.9758935043185843,-0.0008523877668250061,45,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8171547633998765,0.8460323960807993,0.5716783216783217,0.0702048317471773,0.4229403245650604,0.28329975717757144,1.0,0.20279720279720279,0.4519230769230769,0.08916083916083917,0.16293706293706292,-0.07377622377622375,3.627400000000015,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,339,1,no_bridge,339,1,0,0,0,0,0,0,0,0,0,0,,
confirmation,30001,self_relevant,curiosity,curiosity,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,1,1,4,49,0.0175,1,303,601,0,1,1,1,0,0.9792470347339595,0.0009848706188960543,44,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8081193512787647,0.8385489861946569,0.6451048951048951,0.0,0.0,0.0,0.0,0.22202797202797203,0.5603146853146853,0.03671328671328671,0.21678321678321677,-0.18006993006993005,3.719800000000016,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30001,self_relevant,no_need,none,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,1,1,4,49,0.0175,1,391,601,0,1,1,1,0,0.9715228436962962,-0.0006826597477805322,45,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8193537347848696,0.848915437405542,0.5,0.0,0.0,0.0,0.0,0.18356643356643357,0.5603146853146853,0.03671328671328671,0.21678321678321677,-0.18006993006993005,3.573500000000017,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30001,self_relevant,yoked_need,yoked,"1,0,6,8,7,11",6,chain,m2,m0,p1>p0>p1>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,0.8333333333333334,1,1,4,49,0.0175,1,288,601,0,1,1,1,0,0.9714600014594932,0.00015955414841162453,44,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8184945588563103,0.8399651919572847,0.6643356643356644,0.004138989910439421,0.2653433720796794,0.2964176018300875,1.0,0.22552447552447552,0.36625874125874125,0.0,0.1465034965034965,-0.1465034965034965,3.735200000000014,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,288,1,no_bridge,288,1,0,0,0,0,0,0,0,0,0,0,30013,7
confirmation,30002,neutral,actual_need,actual,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,1,1,4,41,0.052564102564102565,1,269,601,0,1,0,1,1,0.8571676432627243,-0.005660275556417905,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6829166226126352,0.7798216858321444,0.6573426573426573,0.40864246870203724,0.9031587131094477,0.3988780591097475,1.0,0.21153846153846154,0.5515734265734266,0.791958041958042,0.0777972027972028,0.7141608391608392,3.5489000000000193,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,269,1,no_bridge,269,1,1,0,0,0,0,0,0,0,0,0,,
confirmation,30002,neutral,curiosity,curiosity,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,1,1,4,42,0.05384615384615385,1,283,601,0,1,0,1,1,0.8542617119211359,-0.002824769585382007,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6816398523947016,0.7769980923831745,0.6555944055944056,0.0,0.0,0.0,0.0,0.2097902097902098,0.2902097902097902,0.13111888111888112,0.11232517482517482,0.018793706293706303,3.548900000000021,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30002,neutral,no_need,none,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,1,1,4,41,0.052564102564102565,1,363,601,0,1,0,1,1,0.8501662243552186,-0.0032072204701147585,45,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6831152620601189,0.7791641669413193,0.5,0.0,0.0,0.0,0.0,0.17132867132867133,0.2902097902097902,0.13111888111888112,0.11232517482517482,0.018793706293706303,3.44000000000002,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30002,neutral,yoked_need,yoked,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,1,1,4,41,0.052564102564102565,1,267,601,0,1,0,1,1,0.8492129837996782,-0.003953341054153285,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6820497443957039,0.777883504347811,0.6573426573426573,0.02424697339769884,0.16227101278523717,0.5819634727643695,1.0,0.21153846153846154,0.13286713286713286,0.027972027972027972,0.05944055944055944,-0.03146853146853147,3.5489000000000197,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,267,1,no_bridge,267,1,1,0,0,0,0,0,0,0,0,0,30008,1
confirmation,30002,self_relevant,actual_need,actual,"7,13,2,11,1",5,dense,m2,m1,p3>p6>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,1,1,4,42,0.05384615384615385,1,298,298,1,0,0,1,1,0.8541719209423229,0.0042497972215386785,46,1,1,1,0,0.02515305322279787,1,1,0,1,1,1,1,1,0,0,0,1,0.8480337128547498,0.8623965388399718,0.541958041958042,0.04243323732069595,0.3752452005555612,0.36399309171748523,1.0,0.18181818181818182,0.32867132867132864,0.11013986013986014,0.1368006993006993,-0.026660839160839153,3.5501000000000213,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,298,1,bridge,298,1,1,1,1,1,1,1,1,1,1,0,,
