split,seed,relevance,mode,need_policy,core_indices,core_size,topology,causal_mechanism,nuisance_mechanism,true_program,program_length,grammar_family,role_program,label_permuted,primitive_cardinality,active_roles,nonstationary,steps_survived,alive_at_end,completion_rate,core_precision,core_recall,exact_program,functional_program,max_sequence_length_tested,unique_sequences_evaluated,search_space_fraction,diagnosis_made,diagnosis_observations,restoration_observations,diagnosis_kind_bridge,explicit_no_bridge,false_null,mechanism_correct,bridge_decision_correct,suppression,bridge_effect,evidence_rows,tested_scope_declared,validation_attempted,validation_passed,validation_bypassed,validation_effect,repair_attempted,repair_attempt_count,false_repair,repair_correct,organization_restored,replication_attempted,replication_success,replicated_restoration,failed_repairs,appropriate_abstention,scientific_null_result,decision_correct,final_min_core,final_mean_core,self_domain_observation_share,mean_need_target_mass_share,mean_need_true_core_mass_share,mean_sensed_need_mass_share,need_present_step_share,causal_isolating_observation_share,true_core_sensing_share,causal_target_sensing_share,other_core_mean_sensing_share,causal_target_sensing_selectivity,total_cost,crossworld_successes,crossworld_templates,macro_reuse,relational_alignment_cost,memory_energy,memory_strategy,alignment_entropy,alignment_support,mapping_trust,memory_proposal_tested,memory_changed_action,wrong_memory_detected_before_repair,local_beam_reserved,quarantined_count,replay_exact_match,replayed_observations,common_decoder_diagnosis_made,common_decoder_kind,common_decoder_observations,common_decoder_mechanism_correct,common_decoder_bridge_correct,common_decoder_validation_attempted,common_decoder_validation_passed,common_decoder_repair_attempted,common_decoder_repair_correct,common_decoder_organization_restored,common_decoder_replication_attempted,common_decoder_replication_success,common_decoder_replicated_restoration,common_decoder_false_repair,yoke_donor_seed,yoke_component_shift
confirmation,30017,self_relevant,no_need,none,"1,9,4,7,10,6",6,dense,m0,m3,p1>p6>p1>p2,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,0.8571428571428571,1.0,1,1,4,49,0.0175,1,391,601,0,1,1,1,0,0.9095119645694234,0.0014462994323776886,46,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551939333566992,0.8354404673062293,0.5,0.0,0.0,0.0,0.0,0.18356643356643357,0.3208041958041958,0.13111888111888112,0.10209790209790211,0.029020979020979012,3.573500000000017,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30017,self_relevant,yoked_need,yoked,"1,9,4,7,10,6",6,dense,m0,m3,p1>p6>p1>p2,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,0.8571428571428571,1.0,1,1,4,49,0.0175,1,350,601,0,1,1,1,0,0.9042328549311148,-0.0007675856721579753,46,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7715450242651278,0.8360680801274613,0.506993006993007,0.016638850172012012,0.23367119718807106,0.413122559708402,1.0,0.1853146853146853,0.21328671328671328,0.09090909090909091,0.06713286713286713,0.02377622377622378,3.581200000000017,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,350,1,no_bridge,350,1,0,0,0,0,0,0,0,0,0,0,30029,6
confirmation,30018,neutral,actual_need,actual,"3,1,5,2,6",5,ring,m0,m3,p5>p6>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,1,1,4,43,0.05512820512820513,1,275,601,0,1,0,1,1,0.7788782352819678,-0.00456531337005548,47,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6231372203339385,0.7697700785896443,0.6573426573426573,0.5733378637206753,0.762285625730315,0.573703978698972,1.0,0.21153846153846154,0.5699300699300699,0.9283216783216783,0.052884615384615384,0.8754370629370629,3.5489000000000197,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,275,1,no_bridge,275,1,1,0,0,0,0,0,0,0,0,0,,
confirmation,30018,neutral,curiosity,curiosity,"3,1,5,2,6",5,ring,m0,m3,p5>p6>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,1,1,4,42,0.05384615384615385,1,282,601,0,1,0,1,1,0.7734336202818857,-0.0026006334107614828,43,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6194475292672419,0.7687080205660678,0.6503496503496503,0.0,0.0,0.0,0.0,0.2097902097902098,0.26835664335664333,0.1258741258741259,0.10270979020979021,0.023164335664335678,3.5439500000000206,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30018,neutral,no_need,none,"3,1,5,2,6",5,ring,m0,m3,p5>p6>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,1,1,4,41,0.052564102564102565,1,363,601,0,1,0,1,1,0.7927877364216623,-0.0010919464536185617,46,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6321307207684196,0.7735663145257332,0.5,0.0,0.0,0.0,0.0,0.17132867132867133,0.26835664335664333,0.1258741258741259,0.10270979020979021,0.023164335664335678,3.44000000000002,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30018,neutral,yoked_need,yoked,"3,1,5,2,6",5,ring,m0,m3,p5>p6>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,1,1,4,42,0.05384615384615385,1,274,601,0,1,0,1,1,0.7827201038343898,-0.00018557805515903496,47,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6267309452282803,0.7706423068415875,0.6555944055944056,0.1393247429648518,0.16356535249065574,0.45725373580057715,1.0,0.2097902097902098,0.1853146853146853,0.09090909090909091,0.06993006993006994,0.020979020979020976,3.5489000000000197,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,274,1,no_bridge,274,1,1,0,0,0,0,0,0,0,0,0,30024,13
confirmation,30018,self_relevant,actual_need,actual,"3,1,5,2,6",5,ring,m0,m3,p5>p6>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,1,1,4,41,0.052564102564102565,1,320,601,0,1,1,1,0,0.7846209065025245,0.0007857402580159194,46,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.802529783320353,0.8378725131909125,0.6416083916083916,0.44098247279197855,0.5500281128037486,0.4803555386117582,1.0,0.2062937062937063,0.5148601398601399,0.7342657342657343,0.07386363636363637,0.6604020979020979,3.5390000000000184,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,320,1,no_bridge,320,1,0,0,0,0,0,0,0,0,0,0,,
confirmation,30018,self_relevant,curiosity,curiosity,"3,1,5,2,6",5,ring,m0,m3,p5>p6>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,1,1,4,42,0.05384615384615385,1,277,277,1,0,0,1,1,0.773220306852155,0.0048969078940780545,44,1,1,1,0,0.025417649264888934,1,1,0,1,1,1,0,0,0,0,0,1,0.859830832965234,0.8798445414770548,0.5961538461538461,0.0,0.0,0.0,0.0,0.1958041958041958,0.26835664335664333,0.1258741258741259,0.10270979020979021,0.023164335664335678,3.5847500000000236,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30018,self_relevant,no_need,none,"3,1,5,2,6",5,ring,m0,m3,p5>p6>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,1,1,4,41,0.052564102564102565,1,363,601,0,1,1,1,0,0.7927877364216623,-5.252261217643514e-06,46,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8149206024916003,0.8547120804434198,0.5,0.0,0.0,0.0,0.0,0.17132867132867133,0.26835664335664333,0.1258741258741259,0.10270979020979021,0.023164335664335678,3.44000000000002,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30018,self_relevant,yoked_need,yoked,"3,1,5,2,6",5,ring,m0,m3,p5>p6>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,1,1,4,41,0.052564102564102565,1,261,261,1,0,0,1,1,0.7711110292745416,0.0061970781560838585,44,1,1,1,0,0.02605264969937771,1,1,0,1,1,1,0,0,0,0,0,1,0.8657429128078276,0.8884695712074964,0.5437062937062938,0.03977792374810222,0.12334876078769796,0.43491111834897034,1.0,0.18181818181818182,0.18444055944055945,0.08741258741258741,0.07036713286713286,0.017045454545454544,3.5501000000000213,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,261,1,bridge,261,1,1,1,1,1,1,1,1,0,0,0,30024,13
confirmation,30019,neutral,actual_need,actual,"11,8,7,13,9,6",6,chain,m3,m1,p3>p5>p3>p1,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.8333333333333334,0.8333333333333334,1,1,4,49,0.0175,1,295,601,0,1,0,1,1,0.8428420363011085,-0.004254779025924816,48,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6548961819143014,0.7897561487416848,0.6643356643356644,0.37022672380084665,0.8590458934626227,0.35783715381038556,1.0,0.18706293706293706,0.6302447552447552,0.7674825174825175,0.0986013986013986,0.6688811188811189,3.7827000000000166,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,295,1,no_bridge,295,1,1,1,0,0,0,0,0,0,0,0,,
confirmation,30019,neutral,curiosity,curiosity,"11,8,7,13,9,6",6,chain,m3,m1,p3>p5>p3>p1,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.8333333333333334,0.8333333333333334,0,0,4,49,0.0175,1,305,601,0,1,0,0,1,0.8517605359311059,-0.0015580150954300686,48,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.654871877481085,0.7905881990923066,0.6451048951048951,0.0,0.0,0.0,0.0,0.21853146853146854,0.46678321678321677,0.11013986013986014,0.1646853146853147,-0.05454545454545455,3.735200000000017,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30019,neutral,no_need,none,"11,8,7,13,9,6",6,chain,m3,m1,p3>p5>p3>p1,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.8333333333333334,0.8333333333333334,0,0,4,49,0.0175,1,399,601,0,1,0,0,1,0.8591707171420978,-0.0016316802690865347,49,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6551749683380905,0.7924327613377654,0.5,0.0,0.0,0.0,0.0,0.18356643356643357,0.46678321678321677,0.11013986013986014,0.1646853146853147,-0.05454545454545455,3.573500000000017,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
confirmation,30019,neutral,yoked_need,yoked,"11,8,7,13,9,6",6,chain,m3,m1,p3>p5>p3>p1,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.8333333333333334,0.8333333333333334,1,1,4,49,0.0175,1,294,601,0,1,0,1,1,0.8465542316627187,-0.00044456755829063756,48,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6548932522637293,0.7905453822345866,0.6608391608391608,0.0070773246949647406,0.20854133906881117,0.24771620605826705,1.0,0.18706293706293706,0.3103146853146853,0.06468531468531469,0.11118881118881119,-0.0465034965034965,3.7506000000000155,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,1,294,1,no_bridge,294,1,1,0,0,0,0,0,0,0,0,0,30031,1
