seed,relevance,stratum,left_condition,right_condition,metric,left_value,right_value,difference
30005,self_relevant,6|context_comp|7|0|dense,actual_need,yoked_need,diagnosis_observations,354.0,316.0,38.0
30005,self_relevant,6|context_comp|7|0|dense,actual_need,yoked_need,replicated_restoration,0.0,0.0,0.0
30005,self_relevant,6|context_comp|7|0|dense,actual_need,yoked_need,false_null,1.0,1.0,0.0
30005,self_relevant,6|context_comp|7|0|dense,actual_need,yoked_need,false_repair,0.0,0.0,0.0
30005,self_relevant,6|context_comp|7|0|dense,actual_need,yoked_need,common_decoder_bridge_correct,0.0,0.0,0.0
30005,self_relevant,6|context_comp|7|0|dense,actual_need,yoked_need,common_decoder_replicated_restoration,0.0,0.0,0.0
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,mean_need_target_mass_share,0.38287744093359244,0.0017263111678393085,0.3811511297657531
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,mean_need_true_core_mass_share,0.7598208203304627,0.08211244899139454,0.6777083713390681
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,mean_sensed_need_mass_share,0.37276336336635035,0.4396105280519792,-0.06684716468562885
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,self_domain_observation_share,0.6590909090909091,0.666083916083916,-0.006993006993006978
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,causal_target_sensing_share,0.8111888111888111,0.015734265734265736,0.7954545454545454
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,causal_target_sensing_selectivity,0.7430069930069929,-0.032342657342657344,0.7753496503496502
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,diagnosis_observations,266.0,287.0,-21.0
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,replicated_restoration,0.0,0.0,0.0
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,false_null,0.0,0.0,0.0
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,false_repair,0.0,0.0,0.0
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,common_decoder_bridge_correct,0.0,1.0,-1.0
30006,neutral,5|branch_comp|5|0|ring,actual_need,yoked_need,common_decoder_replicated_restoration,0.0,0.0,0.0
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,mean_need_target_mass_share,0.09248768153609399,0.0067466203248502015,0.0857410612112438
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,mean_need_true_core_mass_share,0.38336398338995664,0.1574633126598867,0.22590067073006995
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,mean_sensed_need_mass_share,0.2735138388499359,0.3621855256196156,-0.08867168676967968
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,self_domain_observation_share,0.5472027972027972,0.6118881118881119,-0.06468531468531469
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,causal_target_sensing_share,0.1993006993006993,0.04895104895104895,0.15034965034965034
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,causal_target_sensing_selectivity,0.0743006993006993,-0.00917832167832168,0.08347902097902098
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,diagnosis_observations,271.0,270.0,1.0
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,replicated_restoration,1.0,1.0,0.0
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,false_null,0.0,0.0,0.0
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,false_repair,0.0,0.0,0.0
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,common_decoder_bridge_correct,1.0,1.0,0.0
30006,self_relevant,5|branch_comp|5|0|ring,actual_need,yoked_need,common_decoder_replicated_restoration,1.0,1.0,0.0
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,mean_need_target_mass_share,0.44082944775265726,0.08544483283049775,0.3553846149221595
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,mean_need_true_core_mass_share,0.8504488304323127,0.6001486926303251,0.25030013780198757
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,mean_sensed_need_mass_share,0.437929967055621,0.3014729226738158,0.13645704438180517
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,self_domain_observation_share,0.6573426573426573,0.6590909090909091,-0.0017482517482517723
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,causal_target_sensing_share,0.8741258741258742,0.10664335664335664,0.7674825174825175
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,causal_target_sensing_selectivity,0.798951048951049,-0.11048951048951047,0.9094405594405595
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,diagnosis_observations,286.0,287.0,-1.0
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,replicated_restoration,0.0,0.0,0.0
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,false_null,0.0,0.0,0.0
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,false_repair,0.0,0.0,0.0
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,common_decoder_bridge_correct,1.0,1.0,0.0
30007,neutral,6|context_comp|7|1|chain,actual_need,yoked_need,common_decoder_replicated_restoration,0.0,0.0,0.0
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,mean_need_target_mass_share,0.3558934236958615,0.14970864924528257,0.20618477445057895
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,mean_need_true_core_mass_share,0.5778124192820671,0.4908394010556065,0.08697301822646059
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,mean_sensed_need_mass_share,0.36390823387947274,0.3553905590357628,0.008517674843709966
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,self_domain_observation_share,0.5209790209790209,0.5821678321678322,-0.061188811188811254
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,causal_target_sensing_share,0.5804195804195804,0.1381118881118881,0.4423076923076923
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,causal_target_sensing_selectivity,0.48041958041958044,0.027972027972027955,0.45244755244755247
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,diagnosis_observations,304.0,353.0,-49.0
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,replicated_restoration,1.0,1.0,0.0
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,false_null,0.0,0.0,0.0
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,false_repair,0.0,0.0,0.0
